task_id,title,description,category,priority,status,created_date,due_date,completion_date,assigned_to,created_by,manager,department,estimated_hours,actual_hours,complexity_score,dependencies_count,user_current_workload,user_experience_level,task_age_days,is_overdue
TASK_038585,Task 38585: Test critical feature in data migration environment,Develop urgent strategy for inventory management campaign. optimize critical performance in performance monitoring database,Development,Low,Completed,2025-03-12,2025-03-18,,user_032,user_108,manager_10,Finance,6.34,9.02,8.8,0,8,5.4,96,False
TASK_038586,Task 38586: Optimize complex performance in security audit database,Develop streamlined strategy for payment processing campaign. review and update enhanced documentation for inventory management process,Research,Low,Completed,2025-03-25,2025-03-29,2025-03-28,user_053,user_182,manager_30,Engineering,14.88,19.8,4.2,0,6,6.5,83,False
TASK_038587,Task 38587: Analyze urgent data for data migration optimization,,Sales,Medium,Completed,2025-04-03,2025-04-14,2025-04-18,user_022,user_174,manager_01,Marketing,21.52,17.38,4.0,0,15,8.2,74,False
TASK_038588,Task 38588: Conduct streamlined research on inventory management market trends,Conduct advanced research on compliance check market trends. implement complex functionality for the user authentication module,Documentation,Medium,Completed,2025-06-21,2025-07-02,,user_019,user_022,manager_24,Legal,6.03,6.55,2.7,1,9,5.2,-5,False
TASK_038589,Task 38589: Monitor complex metrics for system integration dashboard,Optimize automated performance in workflow automation database. monitor critical metrics for user authentication dashboard,Infrastructure,Medium,Completed,2025-07-17,2025-07-28,2025-08-02,user_102,user_038,manager_08,HR,7.03,10.09,3.6,2,10,4.7,-31,False
TASK_038590,Task 38590: Implement complex functionality for the performance monitoring module,Review and update advanced documentation for compliance check process. develop critical strategy for security audit campaign,Documentation,High,Not Started,2025-09-04,2025-09-08,,user_064,user_136,manager_12,Engineering,6.21,,1.9,2,10,7.8,-80,False
TASK_038591,Task 38591: Configure complex settings for workflow automation deployment,Analyze comprehensive data for system integration optimization. conduct automated research on workflow automation market trends,HR,Low,Completed,2025-04-13,2025-04-22,2025-04-26,user_008,user_170,manager_04,Finance,4.55,3.2,,3,8,7.2,64,False
TASK_038592,Task 38592: Optimize complex performance in client onboarding database,Configure new settings for workflow automation deployment. monitor urgent metrics for compliance check dashboard,Design,High,Cancelled,2025-08-20,2025-08-28,2025-08-29,user_115,user_159,manager_19,Marketing,47.63,,4.3,1,10,7.4,-65,False
TASK_038593,Task 38593: Implement advanced functionality for the performance monitoring module,Conduct urgent research on payment processing market trends. implement complex functionality for the workflow automation module,Documentation,Critical,In Progress,2025-06-04,2025-06-29,,user_154,user_171,manager_13,Finance,6.63,8.28,1.0,1,10,3.9,12,False
TASK_038594,Task 38594: Review and update critical documentation for inventory management process,Fix urgent bug in performance monitoring system. fix critical bug in compliance check system,Customer Support,Medium,Completed,2025-01-27,2025-01-31,,user_112,user_059,manager_10,Legal,15.7,14.36,5.7,3,6,6.9,140,False
TASK_038595,Task 38595: Optimize streamlined performance in security audit database,Design automated interface for compliance check application. test enhanced feature in system integration environment,Infrastructure,Medium,Not Started,2025-08-17,2025-08-19,,user_173,user_118,manager_29,Engineering,16.53,,4.2,1,6,7.2,-62,False
TASK_038596,Task 38596: Analyze new data for security audit optimization,Develop automated strategy for inventory management campaign. prepare enhanced presentation for security audit meeting,Development,High,Not Started,2025-07-29,2025-08-07,,user_112,user_020,manager_09,Operations,26.86,,4.0,0,9,6.2,-43,False
TASK_038597,Task 38597: Review and update enhanced documentation for performance monitoring process,Analyze advanced data for workflow automation optimization. test automated feature in system integration environment,Documentation,Medium,Completed,2025-01-03,2025-01-04,,user_176,user_004,manager_20,Operations,7.24,8.95,3.0,1,13,7.9,164,False
TASK_038598,Task 38598: Develop urgent strategy for workflow automation campaign,Integrate complex API with performance monitoring service. create streamlined report for data migration stakeholders,Customer Support,Medium,Not Started,2025-01-31,2025-02-01,,user_155,user_024,,Finance,10.11,,4.1,1,8,6.3,136,True
TASK_038599,Task 38599: Prepare automated presentation for performance monitoring meeting,,Infrastructure,Medium,On Hold,2025-07-09,2025-07-13,,user_073,user_090,manager_20,Marketing,24.89,,6.7,2,6,8.9,-23,False
TASK_038600,Task 38600: Prepare advanced presentation for workflow automation meeting,Fix advanced bug in workflow automation system. develop comprehensive strategy for system integration campaign,Design,High,In Progress,2025-05-30,2025-05-31,,user_124,user_142,manager_04,Operations,36.65,37.08,4.0,2,14,3.4,17,True
TASK_038601,Task 38601: Analyze automated data for security audit optimization,Prepare complex presentation for workflow automation meeting. analyze comprehensive data for client onboarding optimization,Research,High,Not Started,2025-09-05,2025-09-11,,user_026,user_113,manager_03,Operations,2.48,,6.1,1,13,5.9,-81,False
TASK_038602,Task 38602: Prepare automated presentation for system integration meeting,Conduct routine research on data migration market trends. design urgent interface for user authentication application,Marketing,Low,In Progress,2025-02-25,2025-03-03,,user_164,user_105,manager_20,Marketing,38.65,30.1,5.1,2,11,7.4,111,True
TASK_038603,Task 38603: Create advanced report for data migration stakeholders,Conduct urgent research on inventory management market trends. integrate new api with workflow automation service,Finance,Low,Not Started,2025-02-04,2025-02-06,,user_174,user_182,manager_16,Legal,6.91,,8.0,2,5,6.2,132,True
TASK_038604,Task 38604: Design enhanced interface for user authentication application,Integrate comprehensive API with user authentication service. integrate comprehensive api with payment processing service,Testing,Medium,In Progress,2025-01-26,2025-01-27,,user_183,user_194,manager_05,HR,22.59,33.41,7.7,2,11,5.5,141,True
TASK_038605,Task 38605: Design advanced interface for system integration application,,Infrastructure,Low,Not Started,2025-08-13,2025-08-21,,user_010,user_020,manager_18,Engineering,5.79,,4.3,1,5,5.8,-58,False
TASK_038606,Task 38606: Fix automated bug in security audit system,Conduct routine research on workflow automation market trends. optimize new performance in inventory management database,Project Management,Medium,Completed,2025-07-09,2025-07-27,,user_092,user_032,manager_30,Sales,6.13,7.26,7.2,0,8,8.9,-23,False
TASK_038607,Task 38607: Configure critical settings for security audit deployment,Optimize critical performance in compliance check database. conduct automated research on system integration market trends,Research,Medium,Not Started,2025-01-27,2025-02-01,,user_136,user_139,manager_08,Legal,6.98,,5.1,1,7,5.5,140,True
TASK_038608,Task 38608: Design automated interface for system integration application,Test urgent feature in system integration environment. integrate routine api with client onboarding service,Project Management,Low,Completed,2025-01-15,2025-01-16,2025-01-16,user_129,user_083,manager_12,Marketing,25.69,21.72,7.4,0,10,8.1,152,False
TASK_038609,Task 38609: Review and update enhanced documentation for compliance check process,Test complex feature in user authentication environment. prepare automated presentation for security audit meeting,Project Management,Medium,Not Started,2025-03-03,2025-03-05,,user_031,user_126,manager_06,Engineering,9.75,,2.1,1,10,7.5,105,True
TASK_038610,Task 38610: Analyze routine data for inventory management optimization,Analyze enhanced data for performance monitoring optimization. analyze routine data for workflow automation optimization,Marketing,Medium,In Progress,2025-05-15,2025-05-23,,user_020,user_177,manager_18,HR,7.84,7.04,6.7,0,11,6.8,32,True
TASK_038611,Task 38611: Configure critical settings for system integration deployment,Monitor comprehensive metrics for data migration dashboard. monitor advanced metrics for payment processing dashboard,Testing,Low,Completed,2025-07-05,2025-07-27,,user_052,user_105,manager_25,Engineering,12.44,10.74,4.1,2,11,7.7,-19,False
TASK_038612,Task 38612: Fix streamlined bug in inventory management system,Configure complex settings for client onboarding deployment. develop complex strategy for security audit campaign,Sales,High,Completed,2025-05-09,2025-05-17,2025-05-15,user_071,user_149,manager_29,Operations,260.59,244.05,4.9,1,6,5.1,38,False
TASK_038613,Task 38613: Implement comprehensive functionality for the data migration module,Test complex feature in user authentication environment. conduct urgent research on system integration market trends,Infrastructure,Medium,Completed,2025-01-23,2025-01-26,,user_016,user_149,manager_04,Sales,9.95,14.67,5.9,0,3,6.4,144,False
TASK_038614,Task 38614: Create streamlined report for user authentication stakeholders,Monitor complex metrics for data migration dashboard. develop automated strategy for workflow automation campaign,Infrastructure,High,Not Started,2025-08-25,2025-08-29,,user_137,user_158,manager_05,Operations,34.97,,6.2,1,9,4.4,-70,False
TASK_038615,Task 38615: Monitor critical metrics for system integration dashboard,Design complex interface for user authentication application. design routine interface for inventory management application,Project Management,Low,In Progress,2024-12-20,2025-01-17,,user_138,user_115,manager_01,Finance,24.68,23.56,,1,7,3.9,178,True
TASK_038616,Task 38616: Monitor complex metrics for inventory management dashboard,Implement advanced functionality for the user authentication module. implement automated functionality for the performance monitoring module,Data Analysis,Low,Not Started,2025-04-15,2025-04-17,,user_161,user_142,manager_24,HR,9.46,,7.8,1,10,3.4,62,True
TASK_038617,Task 38617: Develop new strategy for payment processing campaign,Optimize advanced performance in inventory management database. test advanced feature in system integration environment,Legal,High,Completed,2025-02-25,2025-03-04,,user_027,user_015,manager_08,Engineering,14.44,13.07,5.3,2,11,4.1,111,False
TASK_038618,Task 38618: Implement critical functionality for the workflow automation module,Prepare advanced presentation for user authentication meeting. create advanced report for security audit stakeholders,Sales,Low,Completed,2025-08-04,2025-08-15,2025-08-20,user_061,user_006,manager_03,Engineering,5.28,5.28,,2,8,4.8,-49,False
TASK_038619,Task 38619: Fix advanced bug in data migration system,Analyze enhanced data for client onboarding optimization. conduct enhanced research on data migration market trends,HR,Low,In Progress,2025-07-05,2025-07-07,,user_105,user_101,manager_20,Operations,69.63,63.05,6.1,0,10,7.5,-19,False
